제한속도,구,동
0,서대문구,남가좌동
0,서대문구,대현동
0,서대문구,대신동
0,서대문구,연희동
0,서대문구,홍제동
0,서대문구,남가좌동
0,서대문구,남가좌동
0,서대문구,충정로3가
0,서대문구,창천동
0,서대문구,북아현동
0,서대문구,북아현동
0,서대문구,미근동
0,서대문구,홍제동
0,서대문구,홍제동
0,서대문구,홍은동
0,서대문구,연희동
0,서대문구,홍은동
0,서대문구,홍은동
0,마포구,상암동
0,서대문구,북가좌동
0,서대문구,남가좌동
0,서대문구,남가좌동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,연희동
0,서대문구,홍제동
0,서대문구,홍은동
0,서대문구,북가좌동
0,서대문구,북가좌동
0,서대문구,홍제동
0,서대문구,홍제동
0,서대문구,충정로3가
0,서대문구,연희동
0,서대문구,홍제동
0,서대문구,홍제동
0,서대문구,홍제동
0,서대문구,북가좌동
0,서대문구,충정로2가
0,서대문구,북아현동
0,서대문구,연희동
0,서대문구,홍제동
0,서대문구,홍은동
0,강남구,율현동
0,강남구,율현동
0,강남구,율현동
0,강남구,율현동
0,강남구,율현동
0,강남구,율현동
0,강남구,자곡동
0,강남구,세곡동
0,강남구,세곡동
0,강남구,자곡동
0,강남구,자곡동
0,강남구,자곡동
0,강남구,자곡동
0,강남구,세곡동
0,강남구,세곡동
0,강남구,수서동
0,강남구,수서동
0,강남구,수서동
0,강남구,수서동
0,강남구,수서동
0,강남구,역삼동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,서대문구,충정로3가
0,서대문구,북아현동
0,서대문구,북아현동
0,서대문구,충정로3가
0,서대문구,창천동
0,서대문구,홍은동
0,서대문구,홍은동
0,서대문구,남가좌동
0,서대문구,남가좌동
0,서대문구,남가좌동
0,서대문구,북가좌동
0,서대문구,남가좌동
0,서대문구,연희동
0,서대문구,창천동
0,서대문구,냉천동
0,서대문구,홍제동
0,서대문구,미근동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,대현동
0,서대문구,남가좌동
0,서대문구,남가좌동
0,서대문구,홍제동
0,서대문구,대현동
0,서대문구,대현동
0,서대문구,대현동
0,서대문구,창천동
0,서대문구,창천동
0,서대문구,천연동
0,서대문구,충정로2가
0,서대문구,북아현동
0,서대문구,창천동
0,서대문구,연희동
0,서대문구,남가좌동
0,서대문구,연희동
0,서대문구,북가좌동
0,서대문구,남가좌동
0,서대문구,홍제동
0,서대문구,남가좌동
0,서대문구,북가좌동
0,서대문구,북가좌동
0,서대문구,홍은동
0,서대문구,홍은동
0,서대문구,홍제동
0,서대문구,홍은동
0,서대문구,홍은동
0,서대문구,홍제동
0,마포구,상암동
0,마포구,중동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,마포구,중동
0,마포구,성산동
0,마포구,중동
0,마포구,상암동
0,마포구,상암동
0,마포구,상암동
0,마포구,상암동
0,마포구,상암동
0,강남구,역삼동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,대치동
0,강남구,도곡동
0,강남구,도곡동
0,강남구,도곡동
0,강남구,도곡동
0,마포구,연남동
0,마포구,성산동
0,마포구,성산동
0,마포구,성산동
0,마포구,성산동
0,마포구,성산동
0,마포구,성산동
0,마포구,성산동
0,마포구,성산동
0,마포구,성산동
0,강남구,압구정동
0,마포구,망원동
0,마포구,망원동
0,마포구,연남동
0,마포구,연남동
0,마포구,연남동
0,마포구,연남동
0,마포구,연남동
0,강남구,도곡동
0,강남구,도곡동
0,강남구,도곡동
0,강남구,도곡동
0,강남구,개포동
0,강남구,개포동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,남현동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,마포구,망원동
0,성북구,길음동
0,성북구,동선동1가
0,성북구,장위동
0,성북구,안암동5가
0,성북구,길음동
30,성북구,안암동2가
0,성북구,돈암동
0,성북구,보문동1가
0,성북구,길음동
0,성북구,종암동
0,성북구,장위동
0,성북구,종암동
0,성북구,정릉동
0,성북구,돈암동
30,성북구,안암동5가
0,성북구,안암동1가
0,성북구,정릉동
0,성북구,삼선동5가
0,성북구,종암동
0,성북구,장위동
0,성북구,석관동
0,성북구,하월곡동
0,성북구,하월곡동
0,성북구,하월곡동
0,성북구,정릉동
30,성북구,석관동
0,성북구,장위동
0,성북구,장위동
0,성북구,하월곡동
0,성북구,길음동
0,성북구,성북동1가
0,성북구,삼선동5가
0,성북구,하월곡동
30,성북구,종암동
0,성북구,길음동
30,성북구,길음동
0,성북구,삼선동2가
0,성북구,안암동4가
0,성북구,정릉동
0,성북구,길음동
0,성북구,돈암동
0,성북구,상월곡동
0,성북구,동소문동7가
0,성북구,보문동7가
0,성북구,성북동
0,성북구,동소문동6가
0,성북구,안암동5가
0,성북구,안암동5가
0,성북구,보문동1가
0,성북구,정릉동
0,성북구,정릉동
0,성북구,정릉동
0,성북구,정릉동
0,성북구,길음동
0,성북구,하월곡동
0,성북구,하월곡동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,남현동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,남현동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,마포구,합정동
0,마포구,창전동
0,마포구,서교동
0,마포구,서교동
0,마포구,서교동
0,마포구,서교동
0,마포구,서교동
0,마포구,상수동
0,마포구,서교동
0,마포구,서교동
0,마포구,동교동
0,마포구,서교동
0,마포구,서교동
0,마포구,서교동
0,마포구,서교동
0,마포구,합정동
0,마포구,합정동
0,마포구,합정동
0,마포구,합정동
0,마포구,합정동
0,마포구,서교동
0,마포구,상수동
0,마포구,상수동
0,마포구,창전동
0,마포구,동교동
0,마포구,동교동
0,마포구,서교동
0,마포구,서교동
0,마포구,합정동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,남현동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,마포구,신수동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,압구정동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,압구정동
0,강남구,신사동
0,강남구,압구정동
0,강남구,신사동
0,강남구,압구정동
0,강남구,압구정동
0,강남구,역삼동
0,강남구,역삼동
0,강남구,역삼동
0,강남구,역삼동
0,강남구,역삼동
0,강남구,역삼동
0,강남구,역삼동
0,동대문구,장안동
0,마포구,염리동
0,마포구,염리동
0,마포구,염리동
0,마포구,신수동
0,마포구,신수동
0,마포구,도화동
0,마포구,신수동
0,마포구,신수동
0,마포구,신수동
30,서초구,서초동
50,서초구,우면동
50,서초구,내곡동
50,서초구,방배동
50,송파구,풍납동
50,강남구,압구정동
50,강남구,신사동
50,강남구,신사동
50,노원구,공릉동
50,서초구,반포동
50,관악구,봉천동
50,관악구,봉천동
50,관악구,신림동
50,양천구,신월동
50,양천구,신월동
50,성북구,하월곡동
50,광진구,화양동
60,용산구,원효로4가
50,동대문구,장안동
50,노원구,상계동
50,구로구,오류동
30,강북구,미아동
50,성북구,돈암동
50,양천구,신정동
50,강동구,상일동
50,강동구,성내동
50,영등포구,신길동
50,영등포구,당산동
50,강남구,역삼동
50,강동구,둔촌동
50,송파구,송파동
50,송파구,잠실동
50,송파구,잠실동
50,강동구,상일동
50,광진구,화양동
50,성동구,행당동
50,성동구,마장동
50,은평구,진관동
50,동대문구,청량리동
50,동대문구,휘경동
50,강북구,번동
50,강북구,수유동
50,강북구,수유동
50,노원구,공릉동
50,노원구,공릉동
50,도봉구,방학동
50,도봉구,창동
50,도봉구,방학동
50,성북구,석관동
50,성북구,길음동
50,관악구,신림동
50,성북구,석관동
50,성북구,석관동
30,양천구,신정동
50,성북구,정릉동
50,중랑구,상봉동
50,노원구,공릉동
0,마포구,공덕동
0,마포구,공덕동
0,마포구,아현동
0,마포구,아현동
0,마포구,아현동
0,마포구,아현동
0,마포구,도화동
0,마포구,도화동
0,마포구,마포동
0,마포구,도화동
0,마포구,도화동
0,마포구,도화동
0,마포구,도화동
0,마포구,도화동
0,마포구,창전동
0,마포구,도화동
0,마포구,도화동
0,마포구,도화동
0,마포구,도화동
0,마포구,용강동
0,마포구,대흥동
0,마포구,대흥동
0,마포구,노고산동
50,양천구,목동
50,성북구,석관동
50,성북구,돈암동
50,강남구,논현동
50,강남구,도곡동
50,강남구,도곡동
50,강남구,삼성동
50,강남구,신사동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,동대문구,답십리동
0,동대문구,신설동
0,동대문구,전농동
0,동대문구,전농동
0,동대문구,회기동
0,동대문구,휘경동
0,동대문구,용두동
0,동대문구,장안동
0,동대문구,장안동
0,동대문구,전농동
0,동대문구,회기동
0,동대문구,휘경동
0,동대문구,휘경동
0,동대문구,제기동
0,동대문구,제기동
0,동대문구,이문동
0,동대문구,답십리동
0,동대문구,이문동
0,동대문구,휘경동
0,동대문구,장안동
0,동대문구,장안동
0,동대문구,장안동
0,동대문구,장안동
0,동대문구,답십리동
0,동대문구,회기동
0,동대문구,장안동
0,동대문구,휘경동
0,동대문구,용두동
0,동대문구,휘경동
0,동대문구,장안동
0,동대문구,휘경동
0,동대문구,이문동
0,동대문구,휘경동
0,동대문구,이문동
0,동대문구,이문동
0,동대문구,장안동
0,동대문구,용두동
0,동대문구,제기동
0,동대문구,용두동
0,동대문구,장안동
0,동대문구,전농동
0,동대문구,장안동
0,동대문구,장안동
0,동대문구,휘경동
0,동대문구,신설동
0,동대문구,답십리동
0,동대문구,장안동
0,동대문구,휘경동
0,동대문구,휘경동
0,동대문구,이문동
0,동대문구,이문동
0,동대문구,회기동
0,동대문구,답십리동
0,동대문구,답십리동
0,동대문구,답십리동
0,동대문구,제기동
0,동대문구,제기동
0,동대문구,전농동
0,동대문구,신설동
0,동대문구,제기동
0,동대문구,답십리동
0,동대문구,답십리동
0,동대문구,답십리동
0,동대문구,장안동
0,동대문구,장안동
0,동대문구,이문동
0,동대문구,휘경동
0,동대문구,휘경동
0,동대문구,답십리동
0,동대문구,신설동
0,동대문구,용두동
0,동대문구,전농동
0,동대문구,답십리동
0,동대문구,제기동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
50,강북구,미아동
0,광진구,구의동
0,광진구,구의동
0,광진구,구의동
0,광진구,자양동
0,광진구,군자동
0,광진구,자양동
50,금천구,시흥동
0,강남구,신사동
0,강남구,신사동
0,강남구,신사동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,남현동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,신림동
0,관악구,봉천동
0,관악구,신림동
0,관악구,남현동
0,관악구,신림동
0,관악구,봉천동
0,관악구,봉천동
0,광진구,구의동
0,광진구,군자동
0,광진구,중곡동
0,광진구,자양동
0,광진구,자양동
0,광진구,중곡동
0,광진구,광장동
0,광진구,능동
0,광진구,능동
0,광진구,자양동
0,광진구,군자동
0,광진구,중곡동
0,광진구,구의동
0,광진구,화양동
0,광진구,화양동
0,광진구,화양동
0,광진구,화양동
0,광진구,자양동
80,강동구,암사동
0,광진구,군자동
0,광진구,군자동
0,광진구,중곡동
0,광진구,중곡동
0,광진구,자양동
0,광진구,중곡동
0,광진구,중곡동
0,광진구,광장동
0,광진구,광장동
0,광진구,구의동
0,광진구,중곡동
0,광진구,군자동
0,광진구,구의동
0,광진구,구의동
0,광진구,구의동
0,광진구,구의동
0,광진구,구의동
0,광진구,구의동
0,광진구,구의동
0,광진구,능동
0,광진구,능동
40,중구,필동3가
40,중구,필동3가
40,용산구,이태원동
50,금천구,가산동
50,금천구,가산동
30,성북구,장위동
30,성북구,장위동
40,성북구,정릉동
40,성북구,정릉동
70,서대문구,홍제동
50,서초구,방배동
70,서대문구,홍제동
50,마포구,상암동
50,마포구,상암동
40,용산구,이태원동
40,성북구,하월곡동
70,성북구,종암동
70,성북구,종암동
70,성북구,하월곡동
70,성북구,하월곡동
40,성북구,하월곡동
50,송파구,가락동
30,서초구,잠원동
50,서초구,서초동
50,서초구,방배동
50,강서구,화곡동
50,강서구,마곡동
50,강남구,세곡동
30,강남구,개포동
30,서초구,양재동
50,서초구,방배동
50,서초구,내곡동
70,서대문구,홍제동
70,서대문구,홍제동
40,성북구,정릉동
40,성북구,정릉동
50,마포구,노고산동
50,은평구,대조동
50,은평구,신사동
50,은평구,응암동
50,종로구,구기동
50,종로구,원남동
50,용산구,서빙고동
50,용산구,이태원동
50,용산구,한강로3가
50,용산구,이태원동
50,용산구,남영동
50,용산구,한강로2가
50,중구,을지로7가
50,서초구,잠원동
50,서초구,반포동
50,서초구,서초동
50,서초구,서초동
50,서초구,반포동
50,영등포구,여의도동
50,종로구,평창동
80,광진구,광장동
40,금천구,시흥동
50,종로구,청운동
80,영등포구,양화동
50,은평구,응암동
50,동대문구,용두동
50,영등포구,여의도동
50,서대문구,연희동
50,양천구,목동
50,영등포구,여의도동
50,금천구,시흥동
50,서대문구,북가좌동
50,용산구,동빙고동
50,중구,정동
50,동대문구,제기동
50,은평구,대조동
50,서초구,우면동
50,서초구,우면동
50,서초구,방배동
50,서초구,염곡동
30,광진구,구의동
50,성북구,길음동
50,구로구,고척동
50,서초구,반포동
50,서초구,방배동
50,강남구,신사동
50,강남구,세곡동
50,강남구,세곡동
50,은평구,불광동
50,강남구,청담동
50,중랑구,망우동
50,강북구,미아동
30,용산구,한남동
50,금천구,독산동
50,동대문구,전농동
50,강서구,화곡동
50,동작구,사당동
50,도봉구,창동
50,은평구,진관동
80,성동구,마장동
50,중구,남대문로3가
50,동대문구,신설동
50,성동구,용답동
50,강남구,청담동
50,서초구,서초동
50,서초구,서초동
50,성북구,장위동
50,관악구,신림동
80,강남구,삼성동
50,동대문구,장안동
50,광진구,자양동
70,성동구,마장동
80,성동구,송정동
70,동대문구,용두동
50,중랑구,면목동
50,성북구,하월곡동
70,성북구,석관동
50,강동구,성내동
50,서초구,반포동
50,금천구,독산동
50,영등포구,신길동
50,영등포구,대림동
50,양천구,신정동
50,동작구,사당동
50,동작구,상도동
50,동작구,상도1동
50,동작구,대방동
50,관악구,봉천동
50,동작구,사당동
50,관악구,봉천동
50,관악구,봉천동
40,관악구,신림동
50,관악구,신림동
50,마포구,도화동
50,마포구,동교동
50,마포구,창전동
50,마포구,상암동
50,마포구,상암동
50,마포구,성산동
60,마포구,상암동
50,마포구,성산동
50,서대문구,대현동
50,서대문구,북가좌동
50,서대문구,연희동
50,서대문구,연희동
50,서대문구,미근동
50,영등포구,문래동2가
50,은평구,불광동
50,동작구,흑석동
50,종로구,세종로
50,중구,장충동2가
30,동대문구,이문동
50,성북구,종암동
50,강북구,번동
50,광진구,능동
50,종로구,신영동
50,관악구,봉천동
50,중구,회현동2가
50,마포구,상암동
50,영등포구,양평동4가
50,구로구,구로동
50,구로구,개봉동
50,서초구,서초동
50,서대문구,홍제동
30,양천구,신월동
50,강서구,방화동
50,강서구,등촌동
50,강서구,화곡동
50,양천구,목동
50,양천구,신월동
50,양천구,신월동
50,양천구,신정동
50,양천구,신정동
30,구로구,구로동
50,구로구,구로동
50,구로구,신도림동
60,강남구,대치동
80,강남구,청담동
30,동대문구,장안동
50,송파구,방이동
50,강남구,세곡동
50,서초구,내곡동
80,송파구,잠실동
50,종로구,사직동
80,동작구,동작동
80,동작구,본동
30,서초구,서초동
50,중랑구,면목동
50,성북구,종암동
50,구로구,오류동
60,강남구,세곡동
50,동작구,사당동
50,성북구,종암동
50,은평구,녹번동
50,중구,신당동
50,강남구,자곡동
50,강남구,자곡동
80,서초구,잠원동
80,마포구,상암동
80,영등포구,양화동
50,강남구,대치동
50,강남구,대치동
50,강남구,대치동
50,동작구,흑석동
50,영등포구,신길동
50,구로구,개봉동
50,성북구,동소문동5가
50,동대문구,용두동
50,강동구,성내동
50,강남구,청담동
50,성북구,장위동
50,노원구,상계동
50,서대문구,봉원동
50,용산구,효창동
50,영등포구,영등포동2가
50,영등포구,영등포동2가
50,영등포구,영등포동2가
50,강서구,등촌동
50,양천구,목동
50,금천구,가산동
50,용산구,서빙고동
50,용산구,서빙고동
50,은평구,수색동
50,강동구,길동
50,중구,쌍림동
50,중구,을지로1가
50,종로구,숭인동
50,양천구,신정동
30,동작구,상도동
50,강남구,도곡동
50,중랑구,면목동
50,동작구,사당동
30,강동구,길동
30,용산구,효창동
50,도봉구,방학동
50,양천구,목동
50,강동구,상일동
50,종로구,종로4가
50,노원구,공릉동
50,마포구,성산동
50,영등포구,대림동
50,마포구,성산동
50,광진구,중곡동
80,영등포구,양화동
60,강동구,고덕동
80,송파구,신천동
40,종로구,궁정동
70,중랑구,신내동
40,종로구,청운동
80,용산구,이촌동
50,강남구,수서동
50,양천구,목동
50,도봉구,도봉동
50,도봉구,쌍문동
50,마포구,서교동
50,마포구,공덕동
50,구로구,구로동
50,강남구,개포동
30,금천구,시흥동
80,강남구,개포동
50,서초구,서초동
50,강남구,개포동
50,동작구,신대방동
50,동대문구,답십리동
50,관악구,봉천동
30,양천구,신월동
30,관악구,봉천동
50,노원구,상계동
30,성북구,안암동2가
30,강북구,번동
50,도봉구,창동
30,광진구,구의동
30,서초구,방배동
50,동작구,신대방동
50,양천구,신정동
50,마포구,신공덕동
50,마포구,망원동
30,강서구,과해동
40,강서구,방화동
40,강서구,공항동
50,송파구,송파동
50,강동구,고덕동
50,은평구,진관동
50,은평구,진관동
40,은평구,진관동
40,은평구,진관동
30,동작구,흑석동
50,송파구,가락동
50,송파구,가락동
50,송파구,송파동
50,광진구,광장동
50,은평구,신사동
30,성동구,금호동1가
50,중구,황학동
50,중구,흥인동
30,관악구,봉천동
40,관악구,신림동
50,관악구,신림동
50,성동구,행당동
50,마포구,중동
50,송파구,가락동
50,송파구,가락동
40,강동구,명일동
50,용산구,용산동5가
30,동대문구,전농동
50,강서구,외발산동
50,양천구,신월동
50,마포구,공덕동
50,강남구,삼성동
50,성동구,응봉동
50,영등포구,여의도동
50,송파구,가락동
50,동대문구,휘경동
50,은평구,신사동
50,동대문구,용두동
50,영등포구,신길동
50,구로구,개봉동
50,성북구,길음동
50,마포구,아현동
50,성동구,행당동
50,중랑구,면목동
50,중랑구,묵동
50,관악구,봉천동
30,서초구,서초동
50,노원구,상계동
80,강남구,수서동
50,영등포구,대림동
80,용산구,이촌동
80,동대문구,이문동
80,강서구,방화동
60,강동구,고덕동
80,영등포구,신길동
30,도봉구,쌍문동
30,도봉구,쌍문동
50,성북구,정릉동
30,관악구,신림동
50,강동구,상일동
50,강동구,상일동
50,하남시,초이동
50,노원구,월계동
30,서초구,서초동
50,서초구,양재동
50,서초구,양재동
50,노원구,월계동
50,서초구,잠원동
50,영등포구,당산동6가
50,광진구,구의동
30,강남구,율현동
50,구로구,구로동
50,종로구,신문로2가
50,서대문구,충정로2가
50,송파구,신천동
50,송파구,잠실동
50,송파구,신천동
50,송파구,잠실동
50,송파구,신천동
50,송파구,송파동
50,금천구,시흥동
50,금천구,시흥동
50,서초구,방배동
50,서초구,우면동
50,영등포구,여의도동
50,관악구,남현동
30,관악구,신림동
40,관악구,신림동
50,송파구,장지동
50,송파구,장지동
50,송파구,장지동
50,송파구,장지동
50,서대문구,홍제동
50,강동구,고덕동
40,종로구,숭인동
50,성북구,장위동
50,용산구,한강로1가
50,은평구,수색동
50,은평구,진관동
50,중랑구,면목동
50,강남구,도곡동
50,영등포구,문래동4가
50,용산구,한남동
50,노원구,하계동
50,송파구,신천동
50,광진구,광장동
50,중구,필동1가
50,구로구,궁동
50,서초구,잠원동
30,강남구,역삼동
30,강남구,개포동
30,강남구,세곡동
